State,County,Year,Days with AQI,Good Days,Moderate Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Unhealthy day total
Wisconsin,Kenosha,2020,361,0.7728531855955678,0.19667590027700832,197,67,40,0,0,214,0,147,0,0.030470914127423823
Wisconsin,Kewaunee,2020,207,0.9420289855072463,0.057971014492753624,97,47,34,0,0,207,0,0,0,0.0
Wisconsin,La Crosse,2020,364,0.8351648351648352,0.16483516483516483,93,54,37,0,0,168,0,196,0,0.0
Wisconsin,Manitowoc,2020,192,0.8802083333333334,0.09895833333333333,136,58,36,0,0,192,0,0,0,0.020833333333333332
Wisconsin,Marathon,2020,199,0.9698492462311558,0.03015075376884422,74,45,31,0,0,199,0,0,0,0.0
Wisconsin,Milwaukee,2020,366,0.73224043715847,0.2540983606557377,169,67,40,0,17,191,0,157,1,0.01366120218579235
Wisconsin,Oneida,2020,337,0.9881305637982196,0.011869436201780416,72,11,0,0,0,0,337,0,0,0.0
Wisconsin,Outagamie,2020,366,0.8060109289617486,0.18032786885245902,126,59,37,0,0,167,17,182,0,0.01366120218579235
Wisconsin,Ozaukee,2020,365,0.8301369863013699,0.15616438356164383,164,59,35,0,0,192,0,173,0,0.0136986301369863
Wisconsin,Racine,2020,199,0.8140703517587939,0.1457286432160804,172,67,38,0,0,199,0,0,0,0.04020100502512563
Wisconsin,Rock,2020,210,0.9142857142857143,0.07142857142857142,105,49,38,0,0,210,0,0,0,0.014285714285714285
Wisconsin,Sauk,2020,366,0.8579234972677595,0.13934426229508196,112,54,36,0,0,164,0,201,1,0.00273224043715847
Wisconsin,Sheboygan,2020,207,0.821256038647343,0.1497584541062802,159,74,39,0,0,207,0,0,0,0.028985507246376812
Wisconsin,Taylor,2020,366,0.9180327868852459,0.08196721311475409,78,49,35,0,0,272,0,94,0,0.0
Wisconsin,Vilas,2020,366,0.9590163934426229,0.040983606557377046,84,46,30,0,0,188,0,178,0,0.0
Wisconsin,Walworth,2020,198,0.9090909090909091,0.0707070707070707,136,50,39,0,0,198,0,0,0,0.020202020202020204
Wisconsin,Waukesha,2020,359,0.7632311977715878,0.23119777158774374,129,60,39,0,0,144,0,214,1,0.005571030640668524
Wyoming,Albany,2020,366,0.6912568306010929,0.28415300546448086,177,71,46,0,0,288,0,9,69,0.02459016393442623
Wyoming,Big Horn,2020,359,0.9721448467966574,0.022284122562674095,126,46,38,0,0,359,0,0,0,0.005571030640668524
Wyoming,Campbell,2020,366,0.674863387978142,0.31693989071038253,124,68,44,0,1,198,0,1,166,0.00819672131147541
Wyoming,Carbon,2020,366,0.994535519125683,0.00546448087431694,82,25,9,0,240,0,126,0,0,0.0
Wyoming,Converse,2020,366,0.8306010928961749,0.15846994535519127,129,60,42,0,0,271,1,13,81,0.01092896174863388
Wyoming,Fremont,2020,366,0.7868852459016393,0.19672131147540983,158,58,45,0,0,319,13,30,4,0.01639344262295082
Wyoming,Johnson,2020,364,0.9258241758241759,0.07417582417582418,93,50,40,0,2,355,0,0,7,0.0
Wyoming,Laramie,2020,366,0.8797814207650273,0.10655737704918032,157,54,39,0,4,297,0,38,27,0.01366120218579235
Wyoming,Lincoln,2020,366,0.9754098360655737,0.02459016393442623,71,34,15,0,0,0,0,0,366,0.0
Wyoming,Natrona,2020,366,0.8770491803278688,0.11202185792349727,124,52,41,0,5,346,0,15,0,0.01092896174863388
Wyoming,Park,2020,122,0.9426229508196722,0.040983606557377046,113,30,11,0,0,0,0,105,17,0.01639344262295082
Wyoming,Platte,2020,224,0.9017857142857143,0.08928571428571429,283,50,19,0,0,0,0,0,224,0.008928571428571428
Wyoming,Sheridan,2020,366,0.9398907103825137,0.060109289617486336,100,47,39,0,0,342,0,22,2,0.0
Wyoming,Sublette,2020,366,0.8114754098360656,0.17486338797814208,151,61,44,0,0,355,0,11,0,0.01366120218579235
Wyoming,Sweetwater,2020,366,0.6502732240437158,0.31693989071038253,1250,76,46,0,5,253,0,7,101,0.030054644808743168
Wyoming,Teton,2020,366,0.8688524590163934,0.09836065573770492,161,54,42,0,0,329,0,37,0,0.03278688524590164
Wyoming,Uinta,2020,366,0.8825136612021858,0.11202185792349727,122,51,40,0,2,225,0,0,139,0.00546448087431694
Wyoming,Weston,2020,366,0.9180327868852459,0.07923497267759563,119,49,40,0,0,353,13,0,0,0.00273224043715847
